timestamp,datetime,open,high,low,close,volume_btc,volume_usd
1577836800,2020-01-01 00:00:00,7200,7215.73,7098.56,7114.29,2225.9343,15835940.1
1577840400,2020-01-01 01:00:00,7114.29,7260.12,7072.01,7217.84,2862.3292,20659841.14
1577844000,2020-01-01 02:00:00,7217.84,7219.27,7132.6,7134.04,2371.34,16917223.23
1577847600,2020-01-01 03:00:00,7134.04,7147.26,7131.79,7145.01,1602.4635,11449624.53
1577851200,2020-01-01 04:00:00,7145.01,7199.55,7111.23,7165.77,812.497,5822167.77
1577854800,2020-01-01 05:00:00,7165.77,7168.21,7090.5,7092.94,1248.8824,8858244.49
1577858400,2020-01-01 06:00:00,7092.94,7194.3,7068.28,7169.64,3128.1564,22427756.51
1577862000,2020-01-01 07:00:00,7169.64,7438.74,7165.53,7434.63,3225.9538,23983782.06
1577865600,2020-01-01 08:00:00,7434.63,7501.02,7162.86,7229.24,2644.1068,19114887.34
1577869200,2020-01-01 09:00:00,7229.24,7276.96,7083.02,7130.73,868.6327,6193987.99
1577872800,2020-01-01 10:00:00,7130.73,7159.77,7096.4,7125.43,973.2017,6934484.89
1577876400,2020-01-01 11:00:00,7125.43,7143.62,7044.48,7062.66,1449.4116,10236705.06
1577880000,2020-01-01 12:00:00,7062.66,7162.32,7062.17,7161.83,1064.8527,7626294.03
1577883600,2020-01-01 13:00:00,7161.83,7171.4,7121.59,7131.16,1957.7555,13961072.76
1577887200,2020-01-01 14:00:00,7131.16,7484.04,7077.14,7430.02,3035.1119,22550932.73
1577890800,2020-01-01 15:00:00,7430.02,7443.33,7190.65,7203.96,2175.6018,15672958.28
1577894400,2020-01-01 16:00:00,7203.96,7247.7,7153.0,7196.74,1679.2081,12084816.44
1577898000,2020-01-01 17:00:00,7196.74,7216.75,7179.02,7199.03,2523.3072,18165364.42
1577901600,2020-01-01 18:00:00,7199.03,7234.95,7085.18,7121.1,2416.0026,17204599.55
1577905200,2020-01-01 19:00:00,7121.1,7177.47,6977.16,7033.52,2503.0366,17605162.68
1577908800,2020-01-01 20:00:00,7033.52,7205.7,7026.18,7198.35,1162.711,8369603.94
1577912400,2020-01-01 21:00:00,7198.35,7229.9,7129.19,7160.73,1338.7423,9586378.8
1577916000,2020-01-01 22:00:00,7160.73,7208.62,7140.6,7188.48,2627.4246,18887191.38
1577919600,2020-01-01 23:00:00,7188.48,7352.17,7150.17,7313.86,1724.3139,12611397.92
1577923200,2020-01-02 00:00:00,7313.86,7341.78,7258.56,7286.47,2897.9422,21115775.78
1577926800,2020-01-02 01:00:00,7286.47,7311.4,7281.31,7306.24,2472.8354,18067131.99
1577930400,2020-01-02 02:00:00,7306.24,7379.72,7132.23,7205.7,1893.4173,13643400.99
1577934000,2020-01-02 03:00:00,7205.7,7246.08,7199.46,7239.84,2242.0011,16231729.26
1577937600,2020-01-02 04:00:00,7239.84,7256.54,7225.41,7242.11,1619.3547,11727537.74
1577941200,2020-01-02 05:00:00,7242.11,7299.88,7064.79,7122.56,963.2716,6860958.17
1577944800,2020-01-02 06:00:00,7122.56,7248.35,7121.01,7246.8,1202.1732,8711906.74
1577948400,2020-01-02 07:00:00,7246.8,7348.03,7089.55,7190.78,2661.5352,19138516.1
1577952000,2020-01-02 08:00:00,7190.78,7203.33,7046.94,7059.49,1466.721,10354299.57
1577955600,2020-01-02 09:00:00,7059.49,7176.96,7043.45,7160.92,1081.4817,7744408.09
1577959200,2020-01-02 10:00:00,7160.92,7288.05,7143.7,7270.83,2040.47,14835900.73
1577962800,2020-01-02 11:00:00,7270.83,7305.97,7220.47,7255.62,3547.0358,25735940.25
1577966400,2020-01-02 12:00:00,7255.62,7308.61,7153.22,7206.21,2233.656,16096202.55
1577970000,2020-01-02 13:00:00,7206.21,7232.64,7178.05,7204.48,699.6252,5040433.36
1577973600,2020-01-02 14:00:00,7204.48,7308.06,7171.37,7274.95,2410.9987,17539894.95
1577977200,2020-01-02 15:00:00,7274.95,7277.11,7055.5,7057.66,2138.8607,15095349.08
1577980800,2020-01-02 16:00:00,7057.66,7259.29,7027.58,7229.21,1548.3905,11193644.74
1577984400,2020-01-02 17:00:00,7229.21,7257.79,7093.97,7122.54,2938.0888,20926664.87
1577988000,2020-01-02 18:00:00,7122.54,7159.07,6805.54,6842.06,4771.2294,32645056.45
1577991600,2020-01-02 19:00:00,6842.06,7145.76,6834.46,7138.15,2080.5317,14851156.39
1577995200,2020-01-02 20:00:00,7138.15,7174.07,7100.72,7136.63,1212.828,8655506.7
1577998800,2020-01-02 21:00:00,7136.63,7538.58,7130.14,7532.09,3694.8877,27830224.26
1578002400,2020-01-02 22:00:00,7532.09,7590.08,7072.8,7130.8,1210.4523,8631490.7
1578006000,2020-01-02 23:00:00,7130.8,7169.04,7068.42,7106.66,2887.8519,20522978.79
1578009600,2020-01-03 00:00:00,7106.66,7161.5,7021.34,7076.18,1493.1882,10566070.52
1578013200,2020-01-03 01:00:00,7076.18,7294.82,7014.47,7233.11,1471.4277,10643004.82
1578016800,2020-01-03 02:00:00,7233.11,7248.4,7145.42,7160.71,1417.8853,10153068.72
1578020400,2020-01-03 03:00:00,7160.71,7195.94,6873.64,6908.87,3545.5153,24495499.55
1578024000,2020-01-03 04:00:00,6908.87,7216.87,6885.75,7193.75,2352.2146,16921244.44
1578027600,2020-01-03 05:00:00,7193.75,7209.62,7158.54,7174.41,2131.908,15295173.01
1578031200,2020-01-03 06:00:00,7174.41,7188.87,6999.37,7013.83,4352.6499,30528744.65
1578034800,2020-01-03 07:00:00,7013.83,7194.24,6990.45,7170.85,568.2773,4075033.2
1578038400,2020-01-03 08:00:00,7170.85,7194.25,7094.77,7118.16,1174.9578,8363539.38
1578042000,2020-01-03 09:00:00,7118.16,7176.21,6951.75,7009.8,2150.709,15076042.78
1578045600,2020-01-03 10:00:00,7009.8,7308.25,6983.55,7282.0,3686.963,26848461.55
1578049200,2020-01-03 11:00:00,7282.0,7294.91,7162.6,7175.51,1966.9985,14114223.29
1578052800,2020-01-03 12:00:00,7175.51,7231.61,7009.53,7065.62,1591.8381,11247321.72
1578056400,2020-01-03 13:00:00,7065.62,7260.61,7043.18,7238.17,2082.6626,15074659.49
1578060000,2020-01-03 14:00:00,7238.17,7282.32,7152.9,7197.05,1603.3627,11539487.27
1578063600,2020-01-03 15:00:00,7197.05,7263.62,7036.41,7102.98,1097.6282,7796429.39
1578067200,2020-01-03 16:00:00,7102.98,7184.36,7086.7,7168.08,1775.838,12729350.96
1578070800,2020-01-03 17:00:00,7168.08,7217.16,7055.59,7104.67,3247.5856,23073025.0
1578074400,2020-01-03 18:00:00,7104.67,7151.46,7067.23,7114.02,2066.9355,14704218.32
1578078000,2020-01-03 19:00:00,7114.02,7165.62,6984.13,7035.74,2049.7571,14421553.5
1578081600,2020-01-03 20:00:00,7035.74,7249.48,7012.59,7226.33,1921.4165,13884786.63
1578085200,2020-01-03 21:00:00,7226.33,7228.25,7102.67,7104.59,2099.855,14918611.44
1578088800,2020-01-03 22:00:00,7104.59,7180.86,7068.42,7144.69,1697.2386,12126242.65
1578092400,2020-01-03 23:00:00,7144.69,7220.45,6987.27,7063.03,2755.0829,19459228.72
1578096000,2020-01-04 00:00:00,7063.03,7145.34,6961.93,7044.25,2523.1984,17774040.72
1578099600,2020-01-04 01:00:00,7044.25,7164.46,7043.49,7163.7,1368.0473,9800286.13
1578103200,2020-01-04 02:00:00,7163.7,7255.76,7155.19,7247.25,2832.1441,20525266.76
1578106800,2020-01-04 03:00:00,7247.25,7249.99,7124.73,7127.47,1903.217,13565122.8
1578110400,2020-01-04 04:00:00,7127.47,7161.3,7124.15,7157.98,883.2512,6322298.03
1578114000,2020-01-04 05:00:00,7157.98,7161.64,7092.67,7096.33,724.9018,5144143.88
1578117600,2020-01-04 06:00:00,7096.33,7173.14,6830.55,6907.36,1057.6869,7305821.11
1578121200,2020-01-04 07:00:00,6907.36,7241.95,6838.63,7173.22,3801.3003,27267559.38
1578124800,2020-01-04 08:00:00,7173.22,7190.52,6940.64,6957.94,2276.2705,15838156.7
1578128400,2020-01-04 09:00:00,6957.94,7194.81,6933.7,7170.57,2176.9432,15609922.2
1578132000,2020-01-04 10:00:00,7170.57,7220.37,7073.39,7123.19,1976.0075,14075485.08
1578135600,2020-01-04 11:00:00,7123.19,7138.97,7114.67,7130.44,1071.8913,7643057.09
1578139200,2020-01-04 12:00:00,7130.44,7133.49,7062.38,7065.43,1936.1139,13679480.97
1578142800,2020-01-04 13:00:00,7065.43,7098.6,7021.32,7054.49,1706.6162,12039304.26
1578146400,2020-01-04 14:00:00,7054.49,7177.89,7035.92,7159.32,1328.6878,9512504.52
1578150000,2020-01-04 15:00:00,7159.32,7181.12,7089.45,7111.26,965.2201,6863927.27
1578153600,2020-01-04 16:00:00,7111.26,7134.9,7071.22,7094.87,953.1044,6762149.56
1578157200,2020-01-04 17:00:00,7094.87,7100.41,7081.59,7087.13,872.5466,6183852.56
1578160800,2020-01-04 18:00:00,7087.13,7141.85,6830.15,6884.88,2710.9961,18664874.9
1578164400,2020-01-04 19:00:00,6884.88,7020.29,6845.95,6981.36,2714.6957,18952276.15
1578168000,2020-01-04 20:00:00,6981.36,7199.41,6971.63,7189.68,1024.0783,7362798.21
1578171600,2020-01-04 21:00:00,7189.68,7247.61,7110.95,7168.88,1235.75,8858938.5
1578175200,2020-01-04 22:00:00,7168.88,7179.49,6976.1,6986.71,1136.1129,7937696.24
1578178800,2020-01-04 23:00:00,6986.71,6997.98,6972.13,6983.4,4539.6296,31702041.94
1578182400,2020-01-05 00:00:00,6983.4,7177.15,6928.59,7122.34,2346.5315,16712797.26
1578186000,2020-01-05 01:00:00,7122.34,7143.77,7003.61,7025.03,2324.5834,16330269.83
1578189600,2020-01-05 02:00:00,7025.03,7047.3,6937.32,6959.59,1501.0503,10446690.23
1578193200,2020-01-05 03:00:00,6959.59,7266.06,6909.54,7216.02,935.7674,6752512.14
1578196800,2020-01-05 04:00:00,7216.02,7245.44,7067.98,7097.4,1093.2022,7758890.33
1578200400,2020-01-05 05:00:00,7097.4,7123.9,7031.36,7057.87,883.5656,6236088.31
1578204000,2020-01-05 06:00:00,7057.87,7112.1,6989.48,7043.72,988.7798,6964683.16
1578207600,2020-01-05 07:00:00,7043.72,7150.54,7005.4,7112.22,2583.723,18376019.35
1578211200,2020-01-05 08:00:00,7112.22,7149.13,6937.56,6974.47,1580.1505,11020704.39
1578214800,2020-01-05 09:00:00,6974.47,6999.43,6908.54,6933.51,1222.9892,8479606.41
1578218400,2020-01-05 10:00:00,6933.51,7190.58,6908.96,7166.03,2875.9834,20609396.49
1578222000,2020-01-05 11:00:00,7166.03,7192.65,7119.65,7146.27,1997.2285,14272730.31
